ID,Level,Term,Category,Definition,Example_or_Prompt,Garden_Link
SV-1071,SSS 1-3,plant & production concept 240,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 240 at the SSS 1-3 level.","Use 'plant & production concept 240' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-1072,SSS 1-3,garden foundations concept 241,Garden Foundations,A planned growing or learning space associated with garden foundations concept 241.,"Use 'garden foundations concept 241' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-1073,SSS 1-3,garden foundations concept 242,Garden Foundations,A planned growing or learning space associated with garden foundations concept 242.,"Use 'garden foundations concept 242' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-1074,SSS 1-3,garden foundations concept 243,Garden Foundations,A planned growing or learning space associated with garden foundations concept 243.,"Use 'garden foundations concept 243' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-1075,SSS 1-3,plant & production concept 244,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 244 at the SSS 1-3 level.","Use 'plant & production concept 244' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-1076,SSS 1-3,garden foundations concept 245,Garden Foundations,A planned growing or learning space associated with garden foundations concept 245.,"Use 'garden foundations concept 245' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-1077,SSS 1-3,soil / growing medium concept 246,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 246.","Use 'soil / growing medium concept 246' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-1078,SSS 1-3,garden foundations concept 247,Garden Foundations,A planned growing or learning space associated with garden foundations concept 247.,"Use 'garden foundations concept 247' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-1079,SSS 1-3,soil / growing medium concept 248,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 248.","Use 'soil / growing medium concept 248' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-1080,SSS 1-3,soil / growing medium concept 249,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 249.","Use 'soil / growing medium concept 249' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
SV-1081,SSS 1-3,garden foundations concept 250,Garden Foundations,A planned growing or learning space associated with garden foundations concept 250.,"Use 'garden foundations concept 250' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Production Garden
SV-1082,SSS 1-3,garden foundations concept 251,Garden Foundations,A planned growing or learning space associated with garden foundations concept 251.,"Use 'garden foundations concept 251' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Crop Trial Garden
SV-1083,SSS 1-3,garden foundations concept 252,Garden Foundations,A planned growing or learning space associated with garden foundations concept 252.,"Use 'garden foundations concept 252' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Controlled Experiment Garden
SV-1084,SSS 1-3,garden foundations concept 253,Garden Foundations,A planned growing or learning space associated with garden foundations concept 253.,"Use 'garden foundations concept 253' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Irrigation Engineering Garden
SV-1085,SSS 1-3,soil / growing medium concept 254,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 254.","Use 'soil / growing medium concept 254' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Water Productivity Garden
SV-1086,SSS 1-3,soil / growing medium concept 255,Soil / Growing Medium,"A soil-related property, process or management concept: soil / growing medium concept 255.","Use 'soil / growing medium concept 255' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Advanced Soilless Garden
SV-1087,SSS 1-3,garden foundations concept 256,Garden Foundations,A planned growing or learning space associated with garden foundations concept 256.,"Use 'garden foundations concept 256' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Sensor & Monitoring Garden
SV-1088,SSS 1-3,garden foundations concept 257,Garden Foundations,A planned growing or learning space associated with garden foundations concept 257.,"Use 'garden foundations concept 257' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Smart Irrigation Demonstrator
SV-1089,SSS 1-3,plant & production concept 258,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage plant & production concept 258 at the SSS 1-3 level.","Use 'plant & production concept 258' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Research & Design Garden
SV-1090,SSS 1-3,systems thinking concept 259,Plant & Production,"A GrowMeal concept used to observe, describe, measure, analyze or manage systems thinking concept 259 at the SSS 1-3 level.","Use 'systems thinking concept 259' precisely in a research question, protocol, model, engineering analysis or evidence-based recommendation.",Integrated Food Systems Laboratory
